code_no,title,source_type,primary_place,lat,lng,all_places,summary_hint,api_category,api_category2,api_tags,narrative_type,primary_category,representative_category,core_topics,entities,spaces,moods,functions
W_M_005,소(*)만이본풀이,legend,조천리,33.5267388,126.6435672,조천읍 | 조천리 | 제주시,조천리에서 전해 내려오는 소(*)만이본풀이 전설.,신화,MYTH2.001,"본풀이,사냥,호렝이,사만이본풀이,사만이,푸나무,굴미굴산신사곶,백년조상,정심밥,저싱염레왕,처서님,강림사자,드릇멩감",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,산/오름 | 마을,경외 | 신비 | 신성,공동체 기억 | 인물 전승
W_M_006,이공본풀이,legend,태흥리,33.2924853,126.7415146,용담동 | 제주시 | 남원읍 | 태흥리,태흥리에서 전해 내려오는 이공본풀이 전설.,신화,MYTH2.001,"본풀이,콩,하늘옥황,서천꼿밧,이공본풀이,좁씨,꽃감관,사라도령,짐진국,할락궁이,원강아미,싸움꼿,웃음꼿,악심꼿,멜망꼿,청버드낭,모멀펌벅,콩각지,개염지,세경,구덕혼사,사라대왕,동개남상주절,원진국,철년장제말년장제집",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 생활민담·교훈담 | 해양·어촌 전승,동물 | 신 | 왕/관원/선비,마을,신비 | 신성 | 익살 | 경외,공동체 기억 | 인물 전승
W_M_007,지장본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 태흥리,수산리에서 전해 내려오는 지장본풀이 전설.,신화,MYTH2.001,"본풀이,지장본풀이,당줏애기,전심팔자,삼세남,이세남,초세남,지국성,난산국,놋장,은장,외삼춘댁,황금산금법당,동개남상중절,여산국,바국성",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승 | 가족·인간사 서사,동물 | 신,당/사당 | 마을 | 산/오름,신비 | 신성 | 경외,공동체 기억 | 인물 전승
W_M_008,차사본풀이,legend,우도,33.5042977,126.954048,조천읍 | 하도리 | 조천리 | 구좌읍 | 우도,우도에서 전해 내려오는 차사본풀이 전설.,신화,MYTH2.001,"본풀이,염라대왕,원천강,녹디셍이,차사본풀이,저싱,아홉성제,아덜삼형제,범을왕,동경국,화주역,홍비단,과양셍이,벡비단,수장남,서울상시관,강림이,김추원,절삼베,가메기,흑비단",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,섬,신비 | 신성 | 경외,공동체 기억 | 인물 전승
W_M_009,천지왕본풀이,legend,귀덕리,33.4317792,126.291254,조천읍 | 서귀포시 | 귀덕리 | 한림읍 | 동홍동,귀덕리에서 전해 내려오는 천지왕본풀이 전설.,신화,MYTH2.001,"본풀이,천지왕,염라대왕,대별왕,소별왕,저싱,천지왕본풀이,꼿씨,이싱,지부왕,데소왕,총명부인,반성꼿,금뉴울꽃",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,마을,신비 | 신성 | 경외,공동체 기억 | 인물 전승
W_M_010,초공본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 조천읍 | 수산리,수산리에서 전해 내려오는 초공본풀이 전설.,신화,MYTH2.001,"본풀이,시왕맞이,김진국,임정국,초공본풀이,불도맞이,권제,황금산,옥황,천하임전국,게수나무,삼시왕,외하르바님,외할마니,남천문,배정심,적금산,당주연맞이,초이공맞이,일월맞이,거북이,곰베발,단수육갑,본메,금법당,자국성,금봉",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,당/사당 | 마을 | 산/오름,신비 | 신성 | 경외,공동체 기억 | 인물 전승
W_M_011,칠성본풀이,legend,수산리,33.4644603,126.3887347,애월읍 | 수산리 | 남원읍 | 남문통 | 태흥리,수산리에서 전해 내려오는 칠성본풀이 전설.,신화,MYTH2.001,"본풀이,떡,안칠성,칠성본풀이,천상베필,장설룡,미움산,송설룡부인님,칠성아기,백일정성,가나목골,올레팡돌,남문통송칩,창밧할망,동헌할망,마병군기할망,창지기할망,뒷칠성,궤기,오장삼",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 인간,마을 | 산/오름,신비 | 신성 | 경외 | 따뜻함,공동체 기억 | 인물 전승
W_M_012,할망본풀이,legend,표선리,33.324883,126.8245979,표선면 | 표선리 | 남원읍 | 태흥리,표선리에서 전해 내려오는 할망본풀이 전설.,신화,MYTH2.001,"본풀이,할망,대별상,생불할망,꼿씨,멩진국할마님,동이용궁부인님,불도할마님,옥항상제,멩진국대왕님,서천세약국,홍진국,할망본풀이",무속신화,무속신화·신격 전승,무속신화·신격 전승,무속신화·신격 전승,신 | 왕/관원/선비,마을,신비 | 신성 | 경외,공동체 기억 | 인물 전승
W-F-201,겁먹고 똥 싼 하르방,folktale,한동리,33.5191109,126.8108162,한동리 | 구좌읍,한동리에서 전해 내려오는 똥 싼 하르방 민담.,민담,MYTH2.017,"하르방,귀신,할아버지,똥,소리,시라시라,감옷,갈중이,밤중,겁쟁이",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,인간 | 신 | 혼령/귀신,마을,익살 | 공포 | 신비,교훈 전달
W-F-202,공서방과 배서방,folktale,조천리,33.5267388,126.6435672,조천읍 | 조천리,조천리에서 전해 내려오는 배서방 민담.,민담,MYTH2.016,"어머니,공서방,하님,배서방,공가",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-203,귀신 말 들은 걸바시 부부,folktale,동복리,33.5359923,126.7190983,조천읍 | 동복리 | 김녕리 | 북촌리,동복리에서 전해 내려오는 말 들은 걸바시 부부 민담.,민담,MYTH2.016,"귀신,제사,김녕리,식게,북촌리,산담,돌화로,걸바시,동녕",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 무속신화·신격 전승 | 초자연 존재담,신 | 인간 | 혼령/귀신,마을 | 산/오름,신성 | 경외 | 공포 | 따뜻함 | 신비 | 익살,공동체 기억 | 교훈 전달
W-F-204,그슨새,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 그슨새 민담.,민담,MYTH2.016,"땅,죽음,그슨새,거멍한것",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,인간,마을,공포 | 익살,교훈 전달
W-F-205,금송아지,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 금송아지 민담.,민담,MYTH2.015,"아들,족은각시,작은부인,큰부인,큰각시,과거시험,금송아지,셋각시,귀동자환영,양병",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-206,기십 센 여자,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 센 여자 민담.,민담,MYTH2.016,"도체비,도깨비,불,여자,밤,밧,보리,뒷골동산,기십,초롱불",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-207,까마귀와 생이가 도와준 콩데기,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 생이가 도와준 콩데기 민담.,민담,MYTH2.015,"콩데기,항아리,콩,새,까마귀,가마귀,다슴애기,족은어멍,폿,폿데기,생이",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을 | 산/오름,따뜻함 | 익살,교훈 전달
W-F-208,꾀가 많은 토끼,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 많은 토끼 민담.,민담,MYTH2.016,"하르방,할망,꾀,솟,국,산토끼,물애기",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간 | 동물,마을 | 산/오름,익살,교훈 전달
W-F-209,난파선과 도깨빗불,folktale,행원리,33.5332052,126.7939455,행원리 | 구좌읍,행원리에서 전해 내려오는 도깨빗불 민담.,민담,MYTH2.013,,민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 해양·어촌 전승 | 가족·인간사 서사 | 초자연 존재담,도체비/요괴 | 인간,바다 | 마을,익살,교훈 전달
W-F-210,다슴애기 콩데기,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리,고성리에서 전해 내려오는 콩데기 민담.,민담,MYTH2.015,"콩데기,콩,다슴애기,폿,폿데기,생이",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-211,대롱이의 영혼,folktale,송당리,33.4564636,126.7691579,송당리 | 구좌읍,송당리에서 전해 내려오는 영혼 민담.,민담,MYTH2.015,"심방,무당,아덜,영혼,장남,대롱이,거짓말쟁이,말명",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 무속신화·신격 전승,신 | 심방 | 인간,당/사당 | 마을,신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-212,도깨비에 놀란 말,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 놀란 말 민담.,민담,MYTH2.014,"도체비,도깨비,불,말,밤,온평리,몰,성창,간스메(통조림)",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-213,도깨비에 홀려서 피 냄새 맡게 한 사람,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 홀려서 피 냄새 맡게 한 사람 민담.,민담,MYTH2.016,"도체비,도깨비,하르방,핏내,치메저고리입은여자,불방에,연자매,피냄새",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,인간 | 도체비/요괴 | 신,마을,공포 | 신비 | 익살,교훈 전달
W-F-214,도둑 물리친 개구리,folktale,동광리,33.3157138,126.3443504,동광리 | 안덕면,동광리에서 전해 내려오는 물리친 개구리 민담.,민담,MYTH2.014,"비,마당,도둑놈,개구리,어린아이들",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,당/사당 | 마을,익살,교훈 전달
W-F-215,도복 입은 어른과 여우,folktale,난산리,33.4090901,126.8505589,성산읍 | 난산리 | 고성리,난산리에서 전해 내려오는 입은 어른과 여우 민담.,민담,MYTH2.016,"물,개,여우,난산리,끈,도복,어른",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-216,도새기 좋아하는 도체비,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 좋아하는 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,불,무덤,조상,돼지,도새기,울담,기신새,연뒷동산,보리밧,헛말,방소",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-217,도체비 배,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 배 민담.,민담,MYTH2.016,"도체비,도깨비,배,도체빗불,바당,온평리,성산포,여",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 해양·어촌 전승,도체비/요괴 | 인간,당/사당 | 마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-218,도체비 심엉 보금지에 담아온 사름,folktale,조천읍,33.4721666,126.6674663,조천읍,조천읍에서 전해 내려오는 심엉 보금지에 담아온 사름 민담.,민담,MYTH2.016,"도체비,도깨비,귀신,구신,조천,보금지,물똥,말똥험벅세기,와흘,주머니",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간 | 혼령/귀신,마을,공포 | 신비 | 익살,교훈 전달
W-F-219,도체비도 이기는 쉐,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 이기는 쉐 민담.,민담,MYTH2.016,"도체비,도깨비,물,소,굿,도체빗불,쉐,대왓",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 무속신화·신격 전승,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-220,*독대가리와 똘데기,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 똘데기 민담.,민담,MYTH2.017,"똥,밀짚모자,도망,독대가리,똘뗑이,똘데기,골탕,페렝이",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-221,동대문 모양으로 생긴 그슨새,folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 모양으로 생긴 그슨새 민담.,민담,MYTH2.016,"도체비,도깨비,구신,집,그슨새,남대문,동대문",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-222,동복리 돔벡낭 도체비,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 돔벡낭 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,불,씨름,동복리,담뱃통,소여답,돔벡낭,독털,동백나무",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-223,듬북광 싸운 큰아방,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 싸운 큰아방 민담.,민담,MYTH2.017,"도체비,도깨비,싸움,술,듬북,폭낭,큰아방,모자반",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-224,만세동산 구신,folktale,조천리,33.5267388,126.6435672,조천리 | 동복리 | 종달리 | 구좌읍,조천리에서 전해 내려오는 구신 민담.,민담,MYTH2.016,"도체비,귀신,굿,종달리,구신,논,조천리,만세동산",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 무속신화·신격 전승,신 | 도체비/요괴 | 인간 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 신성 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-225,만장굴로 나온 개,folktale,만장굴,33.5282463,126.7702874,평대리 | 만장굴 | 구좌읍,만장굴에서 전해 내려오는 나온 개 민담.,민담,MYTH2.016,"다리,개,굴,주인,만장굴,옷,동물보은담",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을,익살,교훈 전달
W-F-226,말꼬리에 눈 어둑은 하르방,folktale,북촌리,33.5374849,126.6939218,조천읍 | 북촌리,북촌리에서 전해 내려오는 눈 어둑은 하르방 민담.,민담,MYTH2.016,"도체비,도깨비,하르방,말꼬리,북촌리,눈어둑음",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-227,멜 들었다고 알린 도체비,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 들었다고 알린 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,헛게,신촌리,멜,멸치,산도체비,헛것,유희할망",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 해양·어촌 전승,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-228,무식한 까마귀,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 까마귀 민담.,민담,MYTH2.014,"까마귀,순작,지달이,메추라기,오소리",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을,익살,교훈 전달
W-F-229,문밧벵디의 돌,folktale,한라산,33.3616666,126.5291666,성산읍 | 한라산 | 온평리,한라산에서 전해 내려오는 돌 민담.,민담,MYTH2.015,"한라산,돌,문밧벵디,남,일뤠치,하루",민담,생활민담·교훈담,지명·지형 유래,생활민담·교훈담 | 지명·지형 유래 | 가족·인간사 서사,인간,산/오름 | 한라산 권역,익살,교훈 전달 | 기원 설명
W-F-230,바당밧 엇인 상도리,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 엇인 상도리 민담.,민담,MYTH2.016,"바다,영장,상도리,하도리,벼슬,시체,태풍,목선,바당밧",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 해양·어촌 전승 | 가족·인간사 서사,인간,당/사당 | 마을 | 바다,공포 | 신비 | 익살,교훈 전달
W-F-231,바보 사위,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 사위 민담.,민담,MYTH2.015,"개,밧,사위,똘,부자칩,벵문안,바보",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-232,보람 엇인 아기,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 엇인 아기 민담.,민담,MYTH2.015,"아기,노루사냥,홀애비,김서방,이서방",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,따뜻함 | 익살,교훈 전달
W-F-233,부자 하르방,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리,신산리에서 전해 내려오는 하르방 민담.,민담,MYTH2.015,"하르방,할망,부자,할아버지,할머니,지붕,오줌,호박,부제,말다툼",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간 | 신,마을 | 산/오름,익살,교훈 전달
W-F-234,빗자루와 도체비,folktale,신천리,33.3506155,126.8524692,성산읍 | 신천리,신천리에서 전해 내려오는 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,올레,갓,풀,빗자루,성공,비질",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 신 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-235,뺨 맞은 하르방,folktale,종달리,33.4791521,126.8667686,종달리 | 구좌읍,종달리에서 전해 내려오는 맞은 하르방 민담.,민담,MYTH2.017,"하르방,할망,할아버지,할머니,밧,담,매,펭나무,장기,뺨,훈수",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-236,사람 시늉하는 그슨새,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 시늉하는 그슨새 민담.,민담,MYTH2.016,"귀신,그슨새,강알,가달,사름서늉,뒷걸음,시늉",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,인간 | 신 | 혼령/귀신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-237,상도리와 하도리 설촌유래,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 하도리 설촌유래 민담.,민담,MYTH2.016,"바다,상도리,하도리,반석,도이여,설촌유래,돌여,모래,모살동산,큰동산,분리",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 지명·지형 유래 | 가족·인간사 서사 | 해양·어촌 전승,인간,마을 | 바다 | 산/오름,신비 | 익살,기원 설명 | 교훈 전달
W-F-238,서귀진 벤인테,folktale,세화리,33.4902403,126.8326492,세화리 | 구좌읍,세화리에서 전해 내려오는 벤인테 민담.,민담,MYTH2.015,"거짓말,서귀진,벤인테,대감,인부,검질,뛔밋개,여베",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,동물 | 인간,마을,익살,교훈 전달
W-F-239,신랑을 지붕 위로 던져버린 각시,folktale,신풍리,33.3697855,126.8320995,성산읍 | 신풍리,신풍리에서 전해 내려오는 지붕 위로 던져버린 각시 민담.,민담,MYTH2.015,"지붕,각시,호박,이장,신랑,마누라",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,신 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-240,신촌리 그슨새,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 그슨새 민담.,민담,MYTH2.016,"도체비,도깨비,여자,신촌리,그슨새,조씨,웬당알,속데기,구씨,웬당오름",민담 | 전설,생활민담·교훈담,초자연 존재담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사 | 지명·지형 유래,도체비/요괴 | 신 | 인간,당/사당 | 마을 | 산/오름,공포 | 신비 | 익살,교훈 전달 | 기원 설명
W-F-241,신촌리 기신대,folktale,신촌리,33.5233479,126.6200395,조천읍 | 신촌리,신촌리에서 전해 내려오는 기신대 민담.,민담,MYTH2.016,"도깨비,귀신,심방,굿,신촌리,장독,액막이,기신대,미치광이질",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 무속신화·신격 전승 | 초자연 존재담 | 가족·인간사 서사,신 | 도체비/요괴 | 심방 | 인간 | 혼령/귀신,마을,신성 | 공포 | 신비 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-242,심술부리는 도체비,folktale,동복리,33.5359923,126.7190983,동복리 | 구좌읍,동복리에서 전해 내려오는 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,돌,밥,조상,육지,밧,음식,목포",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-243,양촌 상도리,folktale,납읍리,33.4284054,126.3417831,납읍리 | 상도리 | 구좌읍,납읍리에서 전해 내려오는 상도리 민담.,민담,MYTH2.016,"말,상도리,벼슬,납읍리,문과급제,양반촌,가마,공무원,하마(下馬),동선녁집,정칩,양촌",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간,마을,익살,교훈 전달
W-F-244,어리석은 도체비,folktale,선흘리,33.4851252,126.7078377,선흘리 | 조천읍 | 북촌리,선흘리에서 전해 내려오는 도체비 민담.,민담,MYTH2.013,,민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-245,여자를 좋아하는 도깨비,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 좋아하는 도깨비 민담.,민담,MYTH2.016,"도체비,도깨비,여자,집,신산리,온평리,사람행세",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간 | 신,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-246,여자에게 홀린 사람,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리 | 온평리,신산리에서 전해 내려오는 홀린 사람 민담.,민담,MYTH2.016,"도체비,도깨비,심방,여자,제사,다리,사람,신산리,온평리,앙엣고지,앙엣골,액땜,돈향당,치성",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 무속신화·신격 전승 | 초자연 존재담 | 가족·인간사 서사 | 마을 공동체 전승,도체비/요괴 | 신 | 인간 | 심방,당/사당 | 마을 | 산/오름,신성 | 공포 | 신비 | 경외 | 익살,공동체 기억 | 교훈 전달
W-F-248,오조리 송장군,folktale,한라산,33.3616666,126.5291666,성산읍 | 한라산 | 오조리,한라산에서 전해 내려오는 송장군 민담.,민담,MYTH2.015,,민담,생활민담·교훈담,지명·지형 유래,생활민담·교훈담 | 지명·지형 유래 | 가족·인간사 서사,인간,산/오름 | 한라산 권역,익살,교훈 전달 | 기원 설명
W-F-249,*요망진 대정 *몽생이,folktale,안덕면,33.2926011,126.3476551,안덕면,안덕면에서 전해 내려오는 대정 *몽생이 민담.,민담,MYTH2.015,"대정사람,대나무,대정몽셍이,황기도치,정의사람",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,인간 | 동물,마을,익살,교훈 전달
W-F-250,우장 썽 나온 도체비,folktale,고성리,33.4191693,126.4289539,성산읍 | 고성리 | 오조리,고성리에서 전해 내려오는 썽 나온 도체비 민담.,민담,MYTH2.016,"도체비,도깨비,불,밥,대접,우장",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 초자연 존재담 | 가족·인간사 서사,도체비/요괴 | 인간,마을 | 산/오름,공포 | 신비 | 익살,교훈 전달
W-F-251,자장가 부르는 헛게,folktale,하도리,33.5163279,126.8833403,하도리 | 상도리 | 구좌읍,하도리에서 전해 내려오는 부르는 헛게 민담.,민담,MYTH2.013,"도체비,도깨비,처녀,여자,비,헛게,아이,웡이자랑,자장가,구뎅이,군대바구리,기침",민담 | 전설,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,도체비/요괴 | 인간,마을,공포 | 신비 | 익살,교훈 전달
W-F-252,잡신 쫓아내는 소리,folktale,신산리,33.3858087,126.8675588,성산읍 | 신산리,신산리에서 전해 내려오는 쫓아내는 소리 민담.,민담,MYTH2.015,"배,송벡중,소금물,웬손,웬풀,잡신쫓아내는소리,곽란",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사,신 | 인간,마을 | 산/오름,익살,교훈 전달
W-F-253,저승과 이승을 기른 역사,folktale,온평리,33.4111905,126.8935582,성산읍 | 온평리,온평리에서 전해 내려오는 이승을 기른 역사 민담.,민담,MYTH2.016,"저승,이승,떡,염라대왕,음식,저승체시,곱",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,왕/관원/선비 | 인간 | 혼령/귀신,마을 | 산/오름,신비 | 익살,교훈 전달
W-F-254,저승에서 만난 강아지,folktale,성산읍,33.4180535,126.8648302,성산읍,성산읍에서 전해 내려오는 만난 강아지 민담.,민담,MYTH2.016,"저승,이승,저승사자,강아지,강생이",민담,생활민담·교훈담,생활민담·교훈담,생활민담·교훈담 | 가족·인간사 서사 | 초자연 존재담,동물 | 인간 | 혼령/귀신,마을 | 산/오름,신비 | 익살,교훈 전달
